Row(SubjectArea='Health Sciences', Year=1977, Number_Papers=11711, Average_Num_Authors=3.645888480915379, SD_Num_Authors=1.5616152362408107, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.294936384595679, SD_Num_Aff=0.5942572977411184, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1993, Number_Papers=13979, Average_Num_Authors=2.921453608984906, SD_Num_Authors=1.3193084961080204, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2891480077258746, SD_Num_Aff=0.5847335073600297, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2012, Number_Papers=598871, Average_Num_Authors=4.332228476583438, SD_Num_Authors=1.8300636044966914, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4917837063407644, SD_Num_Aff=0.7524882849214959, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1998, Number_Papers=106239, Average_Num_Authors=4.837752614388313, SD_Num_Authors=2.0167793792328115, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.5784034111766867, SD_Num_Aff=0.8130154225613748, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1976, Number_Papers=3055, Average_Num_Authors=2.642225859247136, SD_Num_Authors=0.9878026364170535, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2075286415711948, SD_Num_Aff=0.4910551705246291, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2011, Number_Papers=243962, Average_Num_Authors=5.2259327272280105, SD_Num_Authors=2.109729025908719, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.7003590723145408, SD_Num_Aff=0.8766668474616602, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2019, Number_Papers=347536, Average_Num_Authors=5.627615556374016, SD_Num_Authors=2.1519380879179173, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.8261993002163805, SD_Num_Aff=0.9414011780479354, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1983, Number_Papers=996, Average_Num_Authors=3.9136546184738954, SD_Num_Authors=1.7538398066888516, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.495983935742972, SD_Num_Aff=0.7548729040369763, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1988, Number_Papers=1152, Average_Num_Authors=4.361979166666667, SD_Num_Authors=2.0370279297808396, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.5616319444444446, SD_Num_Aff=0.7818666718609061, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2009, Number_Papers=10265, Average_Num_Authors=4.887384315635655, SD_Num_Authors=2.1661278643863318, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.7087189478811498, SD_Num_Aff=0.8938752830484994, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1978, Number_Papers=3722, Average_Num_Authors=2.5994089199355184, SD_Num_Authors=0.9578202852855837, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.196131112305212, SD_Num_Aff=0.48042137735169493, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1986, Number_Papers=1067, Average_Num_Authors=4.2099343955014055, SD_Num_Authors=1.944582771005264, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.5238987816307406, SD_Num_Aff=0.7614914398795112, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2024, Number_Papers=51074, Average_Num_Authors=4.069017504013784, SD_Num_Authors=1.8104513504497437, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.753083760817637, SD_Num_Aff=0.9113930598220134, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2001, Number_Papers=27389, Average_Num_Authors=3.053160027748366, SD_Num_Authors=1.3813604962104085, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.3729234364160794, SD_Num_Aff=0.6573043992953885, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2013, Number_Papers=271030, Average_Num_Authors=5.322152529240306, SD_Num_Authors=2.1210075885637596, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.731553702542154, SD_Num_Aff=0.8960025429501242, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1971, Number_Papers=505, Average_Num_Authors=3.285148514851485, SD_Num_Authors=1.4495063567630193, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.366336633663366, SD_Num_Aff=0.6287233896863114, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1980, Number_Papers=4286, Average_Num_Authors=2.653056462902473, SD_Num_Authors=1.067947677925059, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.208119458702753, SD_Num_Aff=0.5021209259060069, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1996, Number_Papers=22109, Average_Num_Authors=2.973540187254059, SD_Num_Authors=1.333882962762239, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.369306617214709, SD_Num_Aff=0.6532272069495632, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2024, Number_Papers=76448, Average_Num_Authors=5.769019464210967, SD_Num_Authors=2.182784294699316, Min_Num_Authors=2, Med_Num_Authors=6.0, Max_Num_Authors=10, Average_Num_Aff=2.9294553160318126, SD_Num_Aff=0.9935798757786075, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2015, Number_Papers=288606, Average_Num_Authors=5.415961553120864, SD_Num_Authors=2.130975172181544, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.7636015883245673, SD_Num_Aff=0.9101859484473293, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2017, Number_Papers=157301, Average_Num_Authors=3.618394034367232, SD_Num_Authors=1.589248561375617, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.564046000979015, SD_Num_Aff=0.8063717116424474, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2000, Number_Papers=106790, Average_Num_Authors=4.9632737147673005, SD_Num_Authors=2.064414108673084, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.5939413802790523, SD_Num_Aff=0.8264505650714681, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1978, Number_Papers=13042, Average_Num_Authors=3.7524919490875632, SD_Num_Authors=1.618774615616865, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.298727189081429, SD_Num_Aff=0.5946982792566955, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2015, Number_Papers=673108, Average_Num_Authors=4.5233588072047874, SD_Num_Authors=1.8940047327405174, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.551028958205815, SD_Num_Aff=0.7934154168856724, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1979, Number_Papers=14286, Average_Num_Authors=3.799734005319894, SD_Num_Authors=1.6479862020573854, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.2976340473190535, SD_Num_Aff=0.5975366554937779, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1984, Number_Papers=29258, Average_Num_Authors=3.946066033221683, SD_Num_Authors=1.665409547204986, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.2814614806206848, SD_Num_Aff=0.5750614931679214, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1992, Number_Papers=61474, Average_Num_Authors=4.416175944301656, SD_Num_Authors=1.847700097632069, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4115886390994565, SD_Num_Aff=0.6914917843068159, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2021, Number_Papers=439710, Average_Num_Authors=5.734177071251507, SD_Num_Authors=2.1691826827197427, Min_Num_Authors=2, Med_Num_Authors=6.0, Max_Num_Authors=10, Average_Num_Aff=2.8560869664096793, SD_Num_Aff=0.9561418893876469, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1989, Number_Papers=58202, Average_Num_Authors=3.598433043538023, SD_Num_Authors=1.6256848107251467, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.281845984674066, SD_Num_Aff=0.572032477604086, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2019, Number_Papers=207688, Average_Num_Authors=3.748184777165749, SD_Num_Authors=1.6526409345308526, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.5828261623204036, SD_Num_Aff=0.8201834331833062, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2002, Number_Papers=115794, Average_Num_Authors=4.837349085444842, SD_Num_Authors=2.0184664575963898, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.5750988824982297, SD_Num_Aff=0.8015741085592604, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1990, Number_Papers=11237, Average_Num_Authors=2.8567233247308, SD_Num_Authors=1.2622248263897469, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2606567589214204, SD_Num_Aff=0.5558466511238572, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1994, Number_Papers=14911, Average_Num_Authors=2.9063107772785193, SD_Num_Authors=1.2817690909071608, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2875058681510296, SD_Num_Aff=0.5780736728508127, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1994, Number_Papers=53998, Average_Num_Authors=4.751083373458276, SD_Num_Authors=1.9953615472341941, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4945368346975814, SD_Num_Aff=0.7608672576492721, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2001, Number_Papers=2950, Average_Num_Authors=4.870508474576271, SD_Num_Authors=2.149430692429004, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.701694915254237, SD_Num_Aff=0.8811140651104215, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1985, Number_Papers=6978, Average_Num_Authors=2.755947262826025, SD_Num_Authors=1.1670907976663696, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.234164517053597, SD_Num_Aff=0.5339787643600682, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2015, Number_Papers=32529, Average_Num_Authors=5.636201543238341, SD_Num_Authors=2.2303881647989416, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.8881305911648067, SD_Num_Aff=0.9704802289232698, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2002, Number_Papers=29530, Average_Num_Authors=3.1109718929901793, SD_Num_Authors=1.4047150817605576, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.4031832035218423, SD_Num_Aff=0.6840589383014439, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2005, Number_Papers=366377, Average_Num_Authors=4.094383653995748, SD_Num_Authors=1.779437535939612, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.447907483275424, SD_Num_Aff=0.7166119244480091, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2011, Number_Papers=571573, Average_Num_Authors=4.294980693629685, SD_Num_Authors=1.8181626475998307, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4764203347603893, SD_Num_Aff=0.7415028927094748, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1982, Number_Papers=5166, Average_Num_Authors=2.6927990708478515, SD_Num_Authors=1.0863468561448801, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2142857142857144, SD_Num_Aff=0.5024211880489571, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2021, Number_Papers=1009802, Average_Num_Authors=4.858421750006437, SD_Num_Authors=1.9813082773580803, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.6823822888051323, SD_Num_Aff=0.8757196553809911, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2018, Number_Papers=174962, Average_Num_Authors=3.674769378493616, SD_Num_Authors=1.6230573270974349, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.5865102136463918, SD_Num_Aff=0.8212860553576151, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1976, Number_Papers=18695, Average_Num_Authors=3.0756886868146562, SD_Num_Authors=1.349129674168939, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.2266381385397165, SD_Num_Aff=0.5164841416421624, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2014, Number_Papers=28677, Average_Num_Authors=5.621473654845347, SD_Num_Authors=2.2339779702595646, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.878195069219235, SD_Num_Aff=0.960285725209122, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2022, Number_Papers=1071736, Average_Num_Authors=4.963700015675502, SD_Num_Authors=2.005235065928431, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.703153575134175, SD_Num_Aff=0.885638859942303, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2008, Number_Papers=200943, Average_Num_Authors=5.213682487073449, SD_Num_Authors=2.1248995093004317, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.721179638006798, SD_Num_Aff=0.8975152336657998, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1982, Number_Papers=30403, Average_Num_Authors=3.2950695655034044, SD_Num_Authors=1.438907091892905, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.246817748248528, SD_Num_Aff=0.5338326437485615, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2008, Number_Papers=461610, Average_Num_Authors=4.1764823119083205, SD_Num_Authors=1.789216374467922, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4577652130586425, SD_Num_Aff=0.7242464107704694, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2021, Number_Papers=280218, Average_Num_Authors=4.056117023174814, SD_Num_Authors=1.8528641688412932, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.6443269169004133, SD_Num_Aff=0.8591717404622926, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2012, Number_Papers=257052, Average_Num_Authors=5.271707670043416, SD_Num_Authors=2.1219186785269546, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.7133498280503554, SD_Num_Aff=0.8838512909976217, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2016, Number_Papers=292842, Average_Num_Authors=5.481662466449484, SD_Num_Authors=2.16226986803726, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.8278491473217637, SD_Num_Aff=0.9510371023859208, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2005, Number_Papers=43355, Average_Num_Authors=3.200507438588398, SD_Num_Authors=1.459246232545807, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.460892630607773, SD_Num_Aff=0.7289106155135848, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2022, Number_Papers=308145, Average_Num_Authors=4.093105518505898, SD_Num_Authors=1.8568496453084615, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.661506758182025, SD_Num_Aff=0.8698363590880273, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1995, Number_Papers=2504, Average_Num_Authors=4.921725239616613, SD_Num_Authors=2.0726572724363197, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.647364217252396, SD_Num_Aff=0.8360683161431463, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1990, Number_Papers=63966, Average_Num_Authors=3.597927023731357, SD_Num_Authors=1.618804553181605, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.3045055185567334, SD_Num_Aff=0.5933638788429727, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1993, Number_Papers=51667, Average_Num_Authors=4.708072851142896, SD_Num_Authors=1.982669185549172, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4803065786672343, SD_Num_Aff=0.7530722882969492, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2010, Number_Papers=90393, Average_Num_Authors=3.3295166661135265, SD_Num_Authors=1.4876806878202817, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.4523912249842357, SD_Num_Aff=0.7274607250716785, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2022, Number_Papers=185543, Average_Num_Authors=4.726235966864824, SD_Num_Authors=2.0851942949624376, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.7796036498278025, SD_Num_Aff=0.9190609756693211, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2000, Number_Papers=28143, Average_Num_Authors=3.085101090857407, SD_Num_Authors=1.4040913911705712, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.374480332587144, SD_Num_Aff=0.658374645196032, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2007, Number_Papers=188749, Average_Num_Authors=5.192244727124382, SD_Num_Authors=2.1245574346406575, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.7058686403636574, SD_Num_Aff=0.8878675574661412, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2013, Number_Papers=262909, Average_Num_Authors=5.3741522732200115, SD_Num_Authors=2.1438516122209967, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.7733512355986294, SD_Num_Aff=0.9257969675938509, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2020, Number_Papers=396467, Average_Num_Authors=5.683050543929255, SD_Num_Authors=2.1652928590591394, Min_Num_Authors=2, Med_Num_Authors=6.0, Max_Num_Authors=10, Average_Num_Aff=2.8359913939873937, SD_Num_Aff=0.9435488455250598, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1973, Number_Papers=15398, Average_Num_Authors=2.939602545785167, SD_Num_Authors=1.257666762189618, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.20645538381608, SD_Num_Aff=0.4877320947765924, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2013, Number_Papers=631902, Average_Num_Authors=4.396181686400739, SD_Num_Authors=1.8477640936590038, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.508294007615105, SD_Num_Aff=0.7643126558829161, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2016, Number_Papers=713861, Average_Num_Authors=4.565838447540908, SD_Num_Authors=1.901476303052141, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.5664842315240644, SD_Num_Aff=0.8038042681880836, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1999, Number_Papers=23760, Average_Num_Authors=3.0521464646464644, SD_Num_Authors=1.3926262333012462, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.36489898989899, SD_Num_Aff=0.6552929783519803, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1986, Number_Papers=7721, Average_Num_Authors=2.758321460950654, SD_Num_Authors=1.1562528726268149, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2353322108535165, SD_Num_Aff=0.5199892103403275, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1981, Number_Papers=4654, Average_Num_Authors=2.6564245810055866, SD_Num_Authors=1.0113925416009797, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2103566824237215, SD_Num_Aff=0.49390456236193825, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2007, Number_Papers=195974, Average_Num_Authors=5.066789472072826, SD_Num_Authors=2.0834307350730166, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.6551685427658773, SD_Num_Aff=0.8516088052198222, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1985, Number_Papers=39843, Average_Num_Authors=3.3917877669854177, SD_Num_Authors=1.5074417825603696, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.254097332028211, SD_Num_Aff=0.5368672645820289, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2006, Number_Papers=54910, Average_Num_Authors=3.241140047350209, SD_Num_Authors=1.4713943897789343, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.451174649426334, SD_Num_Aff=0.7207050344572443, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1983, Number_Papers=5417, Average_Num_Authors=2.7131253461325455, SD_Num_Authors=1.1102613891643704, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.215432896437142, SD_Num_Aff=0.5079845864562742, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1998, Number_Papers=23637, Average_Num_Authors=3.0523755129669587, SD_Num_Authors=1.3903962952944906, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.3816051106316367, SD_Num_Aff=0.6668897956793606, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2025, Number_Papers=62, Average_Num_Authors=6.064516129032258, SD_Num_Authors=2.0071263835164244, Min_Num_Authors=2, Med_Num_Authors=6.0, Max_Num_Authors=10, Average_Num_Aff=2.6451612903225805, SD_Num_Aff=0.7912798140043551, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
