Row(SubjectArea='Health Sciences', Year=1977, Number_Papers=26, Average_Num_Authors=15.346153846153847, SD_Num_Authors=5.44016402467652, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=30, Average_Num_Aff=8.038461538461538, SD_Num_Aff=1.9074751737471023, Min_Num_Aff=6, Med_Num_Aff=7.5, Max_Num_Aff=11)
Row(SubjectArea='Health Sciences', Year=1971, Number_Papers=8, Average_Num_Authors=19.0, SD_Num_Authors=7.559289460184544, Min_Num_Authors=11, Med_Num_Authors=17.5, Max_Num_Authors=30, Average_Num_Aff=12.125, SD_Num_Aff=5.055054048036621, Min_Num_Aff=6, Med_Num_Aff=10.0, Max_Num_Aff=18)
Row(SubjectArea='Multidisciplinary', Year=1975, Number_Papers=1, Average_Num_Authors=14.0, SD_Num_Authors=None, Min_Num_Authors=14, Med_Num_Authors=14.0, Max_Num_Authors=14, Average_Num_Aff=11.0, SD_Num_Aff=None, Min_Num_Aff=11, Med_Num_Aff=11.0, Max_Num_Aff=11)
Row(SubjectArea='Life Sciences', Year=2011, Number_Papers=8804, Average_Num_Authors=18.008178100863244, SD_Num_Authors=36.34231993164365, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=3053, Average_Num_Aff=9.703316674238982, SD_Num_Aff=7.314606749646763, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=226)
Row(SubjectArea='Life Sciences', Year=2019, Number_Papers=25474, Average_Num_Authors=19.416385334066106, SD_Num_Authors=23.459726096198953, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=1583, Average_Num_Aff=10.392203815655177, SD_Num_Aff=11.845593339462658, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=1090)
Row(SubjectArea='Multidisciplinary', Year=1983, Number_Papers=14, Average_Num_Authors=16.285714285714285, SD_Num_Authors=4.158930547232461, Min_Num_Authors=11, Med_Num_Authors=15.5, Max_Num_Authors=22, Average_Num_Aff=9.285714285714286, SD_Num_Aff=3.9696651947288655, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=17)
Row(SubjectArea='Multidisciplinary', Year=1988, Number_Papers=11, Average_Num_Authors=18.454545454545453, SD_Num_Authors=6.408800767126973, Min_Num_Authors=12, Med_Num_Authors=18.0, Max_Num_Authors=31, Average_Num_Aff=9.363636363636363, SD_Num_Aff=5.554686800760728, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=23)
Row(SubjectArea='Multidisciplinary', Year=2009, Number_Papers=796, Average_Num_Authors=23.47110552763819, SD_Num_Authors=35.751418768120296, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=656, Average_Num_Aff=10.139447236180905, SD_Num_Aff=8.160460074339277, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=88)
Row(SubjectArea='Social Sciences', Year=2024, Number_Papers=1080, Average_Num_Authors=17.930555555555557, SD_Num_Authors=14.389838850950264, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=209, Average_Num_Aff=10.880555555555556, SD_Num_Aff=8.810832055349184, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=151)
Row(SubjectArea='Social Sciences', Year=2001, Number_Papers=79, Average_Num_Authors=14.379746835443038, SD_Num_Authors=4.0550816409257635, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=28, Average_Num_Aff=9.164556962025317, SD_Num_Aff=3.3605188081865083, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=24)
Row(SubjectArea='Life Sciences', Year=2013, Number_Papers=11188, Average_Num_Authors=17.989542366821595, SD_Num_Authors=16.859505941659325, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=478, Average_Num_Aff=9.866553450125133, SD_Num_Aff=8.348437715593548, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=219)
Row(SubjectArea='Social Sciences', Year=1996, Number_Papers=42, Average_Num_Authors=17.452380952380953, SD_Num_Authors=13.40040476445901, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=96, Average_Num_Aff=10.214285714285714, SD_Num_Aff=5.874856362689216, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=30)
Row(SubjectArea='Health Sciences', Year=2024, Number_Papers=11168, Average_Num_Authors=20.661801575931232, SD_Num_Authors=24.361254656639197, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=1078, Average_Num_Aff=11.761192693409741, SD_Num_Aff=8.194488779722825, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=198)
Row(SubjectArea='Life Sciences', Year=2015, Number_Papers=14909, Average_Num_Authors=19.232141659400362, SD_Num_Authors=22.585177825881093, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=1014, Average_Num_Aff=10.39271580924274, SD_Num_Aff=10.007823773801949, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=303)
Row(SubjectArea='Social Sciences', Year=2017, Number_Papers=1498, Average_Num_Authors=18.03671562082777, SD_Num_Authors=29.780638452084894, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=909, Average_Num_Aff=10.449265687583445, SD_Num_Aff=8.282610260476957, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=138)
Row(SubjectArea='Health Sciences', Year=2000, Number_Papers=2150, Average_Num_Authors=16.707906976744187, SD_Num_Authors=21.85361601832746, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=812, Average_Num_Aff=9.934418604651162, SD_Num_Aff=14.594212680103599, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=640)
Row(SubjectArea='Health Sciences', Year=1978, Number_Papers=51, Average_Num_Authors=22.647058823529413, SD_Num_Authors=22.480056520757916, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=140, Average_Num_Aff=11.137254901960784, SD_Num_Aff=6.9167032836262035, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=44)
Row(SubjectArea='Physical Sciences', Year=2015, Number_Papers=10062, Average_Num_Authors=81.96511627906976, SD_Num_Authors=358.75729596953425, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=5144, Average_Num_Aff=16.636652752931823, SD_Num_Aff=33.22260581097688, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=439)
Row(SubjectArea='Health Sciences', Year=1979, Number_Papers=65, Average_Num_Authors=37.01538461538462, SD_Num_Authors=35.908517577524485, Min_Num_Authors=11, Med_Num_Authors=20.0, Max_Num_Authors=163, Average_Num_Aff=13.492307692307692, SD_Num_Aff=9.314174475166663, Min_Num_Aff=6, Med_Num_Aff=11.0, Max_Num_Aff=56)
Row(SubjectArea='Life Sciences', Year=1984, Number_Papers=96, Average_Num_Authors=20.65625, SD_Num_Authors=15.944527604363692, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=137, Average_Num_Aff=11.302083333333334, SD_Num_Aff=8.555847236237014, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=63)
Row(SubjectArea='Life Sciences', Year=1992, Number_Papers=407, Average_Num_Authors=18.818181818181817, SD_Num_Authors=17.264998152855167, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=174, Average_Num_Aff=10.206388206388207, SD_Num_Aff=6.141328820494544, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=49)
Row(SubjectArea='Life Sciences', Year=2021, Number_Papers=40137, Average_Num_Authors=20.152976057004757, SD_Num_Authors=31.010077290087875, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=3296, Average_Num_Aff=10.463612128460024, SD_Num_Aff=10.918778803234218, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=629)
Row(SubjectArea='Physical Sciences', Year=1989, Number_Papers=449, Average_Num_Authors=48.1826280623608, SD_Num_Authors=54.708460768742285, Min_Num_Authors=11, Med_Num_Authors=32.0, Max_Num_Authors=562, Average_Num_Aff=9.730512249443207, SD_Num_Aff=4.449717081240809, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=41)
Row(SubjectArea='Social Sciences', Year=2019, Number_Papers=2170, Average_Num_Authors=16.765437788018435, SD_Num_Authors=11.696318923672948, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=183, Average_Num_Aff=10.213824884792627, SD_Num_Aff=5.94514595069267, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=79)
Row(SubjectArea='Life Sciences', Year=2002, Number_Papers=1625, Average_Num_Authors=16.33476923076923, SD_Num_Authors=12.63166825163049, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=263, Average_Num_Aff=8.964307692307692, SD_Num_Aff=4.857953323818597, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=75)
Row(SubjectArea='Health Sciences', Year=1994, Number_Papers=815, Average_Num_Authors=21.474846625766872, SD_Num_Authors=26.948883142876944, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=290, Average_Num_Aff=10.285889570552147, SD_Num_Aff=5.608258622687184, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=65)
Row(SubjectArea='Multidisciplinary', Year=2001, Number_Papers=120, Average_Num_Authors=30.941666666666666, SD_Num_Authors=42.22733509388975, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=274, Average_Num_Aff=9.433333333333334, SD_Num_Aff=5.882224088224592, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=45)
Row(SubjectArea='Multidisciplinary', Year=2015, Number_Papers=3067, Average_Num_Authors=23.29605477665471, SD_Num_Authors=76.86010619147474, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=2824, Average_Num_Aff=10.421584610368438, SD_Num_Aff=10.697523826286039, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=296)
Row(SubjectArea='Social Sciences', Year=2002, Number_Papers=114, Average_Num_Authors=15.18421052631579, SD_Num_Authors=8.765949599448152, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=90, Average_Num_Aff=10.421052631578947, SD_Num_Aff=4.772514850391291, Min_Num_Aff=6, Med_Num_Aff=10.0, Max_Num_Aff=37)
Row(SubjectArea='Physical Sciences', Year=2005, Number_Papers=3871, Average_Num_Authors=50.7806768276931, SD_Num_Authors=108.94001240830256, Min_Num_Authors=11, Med_Num_Authors=18.0, Max_Num_Authors=1815, Average_Num_Aff=13.032808059932833, SD_Num_Aff=14.6971040176467, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=316)
Row(SubjectArea='Physical Sciences', Year=2011, Number_Papers=6726, Average_Num_Authors=85.31028843294678, SD_Num_Authors=352.02267192701953, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=3178, Average_Num_Aff=16.686738031519475, SD_Num_Aff=30.241720012236414, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=236)
Row(SubjectArea='Physical Sciences', Year=2021, Number_Papers=23278, Average_Num_Authors=42.58982730475127, SD_Num_Authors=215.40195440633798, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=2956, Average_Num_Aff=12.9052324082825, SD_Num_Aff=23.96295072348281, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=307)
Row(SubjectArea='Social Sciences', Year=2018, Number_Papers=1822, Average_Num_Authors=17.661361141602633, SD_Num_Authors=17.746306355128247, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=405, Average_Num_Aff=10.614709110867178, SD_Num_Aff=7.110932630481686, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=132)
Row(SubjectArea='Physical Sciences', Year=1976, Number_Papers=86, Average_Num_Authors=21.953488372093023, SD_Num_Authors=11.869790599019389, Min_Num_Authors=11, Med_Num_Authors=17.0, Max_Num_Authors=56, Average_Num_Aff=8.151162790697674, SD_Num_Aff=2.204367012574946, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=14)
Row(SubjectArea='Multidisciplinary', Year=2014, Number_Papers=2598, Average_Num_Authors=21.887990762124712, SD_Num_Authors=31.037523127023576, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=447, Average_Num_Aff=10.437259430331023, SD_Num_Aff=9.424144866461484, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=164)
Row(SubjectArea='Physical Sciences', Year=2022, Number_Papers=26127, Average_Num_Authors=35.524246947602094, SD_Num_Authors=175.5420546541899, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=2924, Average_Num_Aff=12.032648218318215, SD_Num_Aff=20.56881838958489, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=526)
Row(SubjectArea='Health Sciences', Year=2008, Number_Papers=8274, Average_Num_Authors=18.19301426154218, SD_Num_Authors=26.695123320878754, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=1093, Average_Num_Aff=10.202683103698332, SD_Num_Aff=6.78089605017011, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=231)
Row(SubjectArea='Physical Sciences', Year=1982, Number_Papers=283, Average_Num_Authors=34.830388692579504, SD_Num_Authors=23.37983148059772, Min_Num_Authors=11, Med_Num_Authors=26.0, Max_Num_Authors=101, Average_Num_Aff=9.109540636042404, SD_Num_Aff=4.029855003411433, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=32)
Row(SubjectArea='Physical Sciences', Year=2008, Number_Papers=4721, Average_Num_Authors=50.09637788604109, SD_Num_Authors=124.21085062394899, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=3080, Average_Num_Aff=13.490574030925652, SD_Num_Aff=16.24051111838911, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=197)
Row(SubjectArea='Social Sciences', Year=2021, Number_Papers=5613, Average_Num_Authors=18.83342241225726, SD_Num_Authors=22.415944401866245, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=1006, Average_Num_Aff=10.749153750222698, SD_Num_Aff=10.22995413463006, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=361)
Row(SubjectArea='Life Sciences', Year=2012, Number_Papers=10098, Average_Num_Authors=18.143097643097644, SD_Num_Authors=17.547158333034893, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=521, Average_Num_Aff=9.936224995048525, SD_Num_Aff=8.516940275394163, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=205)
Row(SubjectArea='Health Sciences', Year=2016, Number_Papers=24679, Average_Num_Authors=20.857084971027998, SD_Num_Authors=55.244968291648206, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=5567, Average_Num_Aff=11.46886016451234, SD_Num_Aff=13.353336895696014, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=599)
Row(SubjectArea='Social Sciences', Year=2005, Number_Papers=213, Average_Num_Authors=15.910798122065728, SD_Num_Authors=9.747110158168326, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=81, Average_Num_Aff=10.046948356807512, SD_Num_Aff=6.403687954384701, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=61)
Row(SubjectArea='Social Sciences', Year=2022, Number_Papers=6417, Average_Num_Authors=19.505220508025555, SD_Num_Authors=30.753981340886806, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=1772, Average_Num_Aff=11.013246065139473, SD_Num_Aff=12.557237248193921, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=526)
Row(SubjectArea='Multidisciplinary', Year=1995, Number_Papers=57, Average_Num_Authors=19.263157894736842, SD_Num_Authors=11.386907136502797, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=62, Average_Num_Aff=8.736842105263158, SD_Num_Aff=3.7868490284020804, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=24)
Row(SubjectArea='Physical Sciences', Year=1990, Number_Papers=592, Average_Num_Authors=85.33952702702703, SD_Num_Authors=123.39509649645656, Min_Num_Authors=11, Med_Num_Authors=33.5, Max_Num_Authors=594, Average_Num_Aff=12.79222972972973, SD_Num_Aff=8.964438509736718, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=47)
Row(SubjectArea='Health Sciences', Year=1993, Number_Papers=624, Average_Num_Authors=20.421474358974358, SD_Num_Authors=23.152719029626542, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=222, Average_Num_Aff=10.208333333333334, SD_Num_Aff=6.087235897965068, Min_Num_Aff=6, Med_Num_Aff=8.5, Max_Num_Aff=77)
Row(SubjectArea='Social Sciences', Year=2010, Number_Papers=487, Average_Num_Authors=16.295687885010267, SD_Num_Authors=8.297877777244464, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=75, Average_Num_Aff=10.11088295687885, SD_Num_Aff=5.353744184288176, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=47)
Row(SubjectArea='Multidisciplinary', Year=2022, Number_Papers=12348, Average_Num_Authors=84.8140589569161, SD_Num_Authors=322.3030063713982, Min_Num_Authors=11, Med_Num_Authors=17.0, Max_Num_Authors=5282, Average_Num_Aff=20.00704567541302, SD_Num_Aff=36.31367442539306, Min_Num_Aff=6, Med_Num_Aff=10.0, Max_Num_Aff=574)
Row(SubjectArea='Social Sciences', Year=2000, Number_Papers=86, Average_Num_Authors=14.476744186046512, SD_Num_Authors=6.385142209823654, Min_Num_Authors=11, Med_Num_Authors=12.0, Max_Num_Authors=50, Average_Num_Aff=8.86046511627907, SD_Num_Aff=3.236420647049941, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=23)
Row(SubjectArea='Health Sciences', Year=2007, Number_Papers=7043, Average_Num_Authors=18.404231151497942, SD_Num_Authors=24.103482508939358, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=897, Average_Num_Aff=10.3749822518813, SD_Num_Aff=8.178312005437078, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=363)
Row(SubjectArea='Health Sciences', Year=2013, Number_Papers=16315, Average_Num_Authors=18.290346307079375, SD_Num_Authors=29.12699324151684, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=2733, Average_Num_Aff=10.614403922770457, SD_Num_Aff=6.871913541820541, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=169)
Row(SubjectArea='Life Sciences', Year=2020, Number_Papers=31537, Average_Num_Authors=20.023591337159527, SD_Num_Authors=37.89225193189538, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=1405, Average_Num_Aff=10.415607064717634, SD_Num_Aff=14.189063277249124, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=622)
Row(SubjectArea='Physical Sciences', Year=2013, Number_Papers=8083, Average_Num_Authors=90.67870840034641, SD_Num_Authors=365.4221896852899, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=3059, Average_Num_Aff=16.935048867994556, SD_Num_Aff=31.924176479310628, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=243)
Row(SubjectArea='Physical Sciences', Year=2016, Number_Papers=12080, Average_Num_Authors=81.3523178807947, SD_Num_Authors=358.93162758685776, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=5103, Average_Num_Aff=16.7783940397351, SD_Num_Aff=34.482955808849105, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=448)
Row(SubjectArea='Social Sciences', Year=1999, Number_Papers=76, Average_Num_Authors=15.828947368421053, SD_Num_Authors=15.483658618379778, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=144, Average_Num_Aff=10.697368421052632, SD_Num_Aff=10.943515263195344, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=99)
Row(SubjectArea='Social Sciences', Year=1986, Number_Papers=10, Average_Num_Authors=19.8, SD_Num_Authors=16.464102364437203, Min_Num_Authors=11, Med_Num_Authors=13.5, Max_Num_Authors=63, Average_Num_Aff=10.4, SD_Num_Aff=6.058969476000941, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=26)
Row(SubjectArea='Life Sciences', Year=2007, Number_Papers=4701, Average_Num_Authors=17.010210593490747, SD_Num_Authors=14.714181246815995, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=562, Average_Num_Aff=9.134652201659222, SD_Num_Aff=5.691833738775373, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=125)
Row(SubjectArea='Physical Sciences', Year=1985, Number_Papers=291, Average_Num_Authors=42.90034364261168, SD_Num_Authors=29.402445943623622, Min_Num_Authors=11, Med_Num_Authors=34.0, Max_Num_Authors=146, Average_Num_Aff=8.780068728522338, SD_Num_Aff=3.237668594265724, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=25)
Row(SubjectArea='Social Sciences', Year=2006, Number_Papers=264, Average_Num_Authors=15.996212121212121, SD_Num_Authors=7.976914460155846, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=103, Average_Num_Aff=9.731060606060606, SD_Num_Aff=4.167548587389486, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=36)
Row(SubjectArea='Multidisciplinary', Year=1986, Number_Papers=40, Average_Num_Authors=18.775, SD_Num_Authors=8.358896688328779, Min_Num_Authors=11, Med_Num_Authors=15.5, Max_Num_Authors=40, Average_Num_Aff=8.475, SD_Num_Aff=2.7455091536581175, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=16)
Row(SubjectArea='Social Sciences', Year=1990, Number_Papers=15, Average_Num_Authors=14.733333333333333, SD_Num_Authors=6.670475102662336, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=38, Average_Num_Aff=8.466666666666667, SD_Num_Aff=2.474633209954462, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=13)
Row(SubjectArea='Social Sciences', Year=1994, Number_Papers=28, Average_Num_Authors=21.75, SD_Num_Authors=19.934383101305883, Min_Num_Authors=11, Med_Num_Authors=13.5, Max_Num_Authors=76, Average_Num_Aff=17.392857142857142, SD_Num_Aff=18.561887048294707, Min_Num_Aff=6, Med_Num_Aff=10.0, Max_Num_Aff=69)
Row(SubjectArea='Physical Sciences', Year=1973, Number_Papers=60, Average_Num_Authors=21.933333333333334, SD_Num_Authors=16.255238182247037, Min_Num_Authors=11, Med_Num_Authors=17.0, Max_Num_Authors=89, Average_Num_Aff=7.683333333333334, SD_Num_Aff=2.9829553464425267, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=27)
Row(SubjectArea='Social Sciences', Year=1985, Number_Papers=11, Average_Num_Authors=16.0, SD_Num_Authors=6.356099432828281, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=27, Average_Num_Aff=12.636363636363637, SD_Num_Aff=7.2701131665570005, Min_Num_Aff=6, Med_Num_Aff=11.0, Max_Num_Aff=25)
Row(SubjectArea='Social Sciences', Year=1982, Number_Papers=6, Average_Num_Authors=12.666666666666666, SD_Num_Authors=1.632993161855452, Min_Num_Authors=11, Med_Num_Authors=12.5, Max_Num_Authors=15, Average_Num_Aff=8.833333333333334, SD_Num_Aff=2.401388487243717, Min_Num_Aff=7, Med_Num_Aff=8.0, Max_Num_Aff=13)
Row(SubjectArea='Social Sciences', Year=1980, Number_Papers=3, Average_Num_Authors=12.666666666666666, SD_Num_Authors=2.0816659994661326, Min_Num_Authors=11, Med_Num_Authors=12.0, Max_Num_Authors=15, Average_Num_Aff=9.0, SD_Num_Aff=2.6457513110645907, Min_Num_Aff=6, Med_Num_Aff=10.0, Max_Num_Aff=11)
Row(SubjectArea='Social Sciences', Year=1981, Number_Papers=1, Average_Num_Authors=12.0, SD_Num_Authors=None, Min_Num_Authors=12, Med_Num_Authors=12.0, Max_Num_Authors=12, Average_Num_Aff=11.0, SD_Num_Aff=None, Min_Num_Aff=11, Med_Num_Aff=11.0, Max_Num_Aff=11)
Row(SubjectArea='Health Sciences', Year=1974, Number_Papers=20, Average_Num_Authors=50.65, SD_Num_Authors=153.41456562976157, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=701, Average_Num_Aff=14.2, SD_Num_Aff=16.211107303327555, Min_Num_Aff=6, Med_Num_Aff=11.0, Max_Num_Aff=81)
Row(SubjectArea='Health Sciences', Year=1975, Number_Papers=29, Average_Num_Authors=17.275862068965516, SD_Num_Authors=6.765968158597314, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=38, Average_Num_Aff=10.448275862068966, SD_Num_Aff=3.4182932969596695, Min_Num_Aff=6, Med_Num_Aff=10.0, Max_Num_Aff=19)
Row(SubjectArea='Health Sciences', Year=1976, Number_Papers=31, Average_Num_Authors=19.451612903225808, SD_Num_Authors=17.555319630010384, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=106, Average_Num_Aff=9.96774193548387, SD_Num_Aff=4.53493014255451, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=28)
Row(SubjectArea='Health Sciences', Year=1980, Number_Papers=71, Average_Num_Authors=25.816901408450704, SD_Num_Authors=25.970483167932304, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=143, Average_Num_Aff=12.845070422535212, SD_Num_Aff=8.676154328015452, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=39)
Row(SubjectArea='Health Sciences', Year=1981, Number_Papers=113, Average_Num_Authors=26.82300884955752, SD_Num_Authors=26.83023018127646, Min_Num_Authors=11, Med_Num_Authors=19.0, Max_Num_Authors=169, Average_Num_Aff=11.15929203539823, SD_Num_Aff=6.370364381372062, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=42)
Row(SubjectArea='Health Sciences', Year=1984, Number_Papers=153, Average_Num_Authors=25.464052287581698, SD_Num_Authors=32.51821880920854, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=299, Average_Num_Aff=11.490196078431373, SD_Num_Aff=9.868955609876933, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=65)
Row(SubjectArea='Health Sciences', Year=1985, Number_Papers=184, Average_Num_Authors=27.157608695652176, SD_Num_Authors=37.22523597181782, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=246, Average_Num_Aff=11.054347826086957, SD_Num_Aff=9.204256713545517, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=79)
Row(SubjectArea='Health Sciences', Year=1986, Number_Papers=200, Average_Num_Authors=26.935, SD_Num_Authors=30.041190733782802, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=217, Average_Num_Aff=11.94, SD_Num_Aff=8.93338833453905, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=67)
Row(SubjectArea='Health Sciences', Year=1988, Number_Papers=272, Average_Num_Authors=20.018382352941178, SD_Num_Authors=18.506696512985414, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=181, Average_Num_Aff=10.3125, SD_Num_Aff=7.609577743326781, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=67)
