"put_code","type","visibility","path","display_index","created_date_value","last_modified_date_value","source_source_client_id","source_assertion_origin_orcid","source_assertion_origin_client_id","source_assertion_origin_name","source_source_orcid_uri","source_source_orcid_path","source_source_orcid_host","source_source_name_value","title_subtitle","title_translated_title","title_title_value","url_value","publication_date_year_value","publication_date_month_value","publication_date_day_value","journal_title_value","journal_title","source_source_orcid","source_source_client_id_uri","source_source_client_id_path","source_source_client_id_host","source_assertion_origin_orcid_uri","source_assertion_origin_orcid_path","source_assertion_origin_orcid_host","source_assertion_origin_name_value","publication_date_day","our_type","publication_date_month","url","title_translated_title_value","title_translated_title_language_code","publication_date","external_ids","ORCID"
106005054,"journal-article","public","/0000-0003-1655-2013/work/106005054","0",2022-01-10,1641814201740,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"correction format has a limited role when debunking misinformation","https://research-repository.uwa.edu.au/en/publications/276981fc-0c0a-4c22-9473-1d6b2e1a2570","2021","12",NA,"Cognitive Research: Principles and Implications",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
98667477,"journal-article","public","/0000-0003-1655-2013/work/98667477","0",2021-08-19,1629361520560,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"inoculating against the spread of islamophobic and radical islamist disinformation","https://doi.org/10.1186/s41235-021-00323-z","2021","12",NA,"Cognitive Research: Principles and Implications",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
92759085,"journal-article","public","/0000-0003-1655-2013/work/92759085","0",2021-04-24,1641814198870,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"liberty and the pursuit of science denial","https://research-repository.uwa.edu.au/en/publications/fab8542e-8963-43a3-8e79-f782f708834e","2021","12",NA,"Current Opinion in Behavioral Sciences",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
103741663,"journal-article","public","/0000-0003-1655-2013/work/103741663","0",2021-11-25,1637839964772,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"losses  hopes  and expectations for sustainable futures after covid","https://doi.org/10.1057/s41599-021-00961-0","2021","12",NA,"Humanities and Social Sciences Communications",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
100779167,"journal-article","public","/0000-0003-1655-2013/work/100779167","0",2021-09-30,1633087740476,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"psychological factors shaping public responses to covid 19 digital contact tracing technologies in germany","https://research-repository.uwa.edu.au/en/publications/2c03862f-3fca-4999-a79a-11c2678da570","2021","12",NA,"Scientific Reports",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
93818061,"journal-article","public","/0000-0003-1655-2013/work/93818061","0",2021-05-14,1620988439741,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"public attitudes towards algorithmic personalization and use of personal data online  evidence from germany  great britain  and the united states","https://doi.org/10.1057/s41599-021-00787-w","2021","12",NA,"Humanities and Social Sciences Communications",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
94656683,"journal-article","public","/0000-0003-1655-2013/work/94656683","0",2021-05-29,1627000180662,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"public attitudes towards algorithmic personalization and use of personal data online","https://research-repository.uwa.edu.au/en/publications/83575710-26de-4ee9-9b38-b26d720edcb8","2021","12",NA,"Humanities and Social Sciences Communications",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
109992763,"journal-article","public","/0000-0003-1655-2013/work/109992763","0",2022-03-17,1647603092441,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"science through a tribal lens","https://research-repository.uwa.edu.au/en/publications/4bbe83bd-2e15-4cc0-bc9c-9d97ba31092f","2021","10","29","Group Processes and Intergroup Relations",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
99852229,"journal-article","public","/0000-0003-1655-2013/work/99852229","0",2021-09-13,1641814200656,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"worldview motivated rejection of science and the norms of science","https://research-repository.uwa.edu.au/en/publications/4e001461-2eab-4da0-8148-4f60bb487798","2021","10","01","Cognition",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
99962810,"other","public","/0000-0003-1655-2013/work/99962810","0",2021-09-15,1631688541291,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"papers please  predictive factors for national and international covid 19 immunity and vaccination passport uptake as determined by representative surveys  preprint ","https://doi.org/10.2196/preprints.32969","2021","08","17",NA,NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"open_science_pubs",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
98248095,"journal-article","public","/0000-0003-1655-2013/work/98248095","0",2021-08-09,1628526323028,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"how to trash confidence in a covid 19 vaccine  brexit edition","https://research-information.bris.ac.uk/en/publications/0983518a-198e-4743-ba26-2dd781b5a363","2021","08","05",NA,NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
100116786,"conference-paper","public","/0000-0003-1655-2013/work/100116786","0",2021-09-17,1631895962838,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"a mixture of experts in associative generalization","https://research-information.bris.ac.uk/en/publications/3d57c946-b0a5-45e2-81ad-57820fc81679","2021","07","29","Proceedings of the Annual Meeting of the Cognitive Science Society",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"conference-paper",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
89226591,"journal-article","public","/0000-0003-1655-2013/work/89226591","0",2021-02-22,1634523835260,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"countering misinformation and fake news through inoculation and prebunking","https://doi.org/10.1080/10463283.2021.1876983","2021","07","03","European Review of Social Psychology",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
109871631,"journal-article","public","/0000-0003-1655-2013/work/109871631","0",2022-03-15,1647343844473,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"injection fears and covid 19 vaccine hesitancy","https://research-repository.uwa.edu.au/en/publications/45b70a9f-6d0e-4ff0-9d58-16b9e93f3c11","2021","06","11","Psychological Medicine",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
98956253,"journal-article","public","/0000-0003-1655-2013/work/98956253","0",2021-08-25,1630081783878,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"effects of different types of written vaccination information on covid 19 vaccine hesitancy in the uk  oceans iii   a single blind  parallel group  randomised controlled trial","https://research-information.bris.ac.uk/en/publications/ef20d541-d5b3-4b08-8a6f-f03420ed2947","2021","06","01","The Lancet Public Health",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
109808816,"journal-article","public","/0000-0003-1655-2013/work/109808816","0",2022-03-14,1647257451873,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"effects of different types of written vaccination information on covid 19 vaccine hesitancy in the uk  oceans iii ","https://research-repository.uwa.edu.au/en/publications/1c1bbd56-8b38-46f2-903e-7abba5beb30b","2021","06",NA,"The Lancet Public Health",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
109808807,"conference-paper","public","/0000-0003-1655-2013/work/109808807","0",2022-03-14,1647257451114,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"workshop on technologies to support critical thinking in an age of misinformation","https://research-repository.uwa.edu.au/en/publications/f1815232-ad76-40e6-8147-bf8a6395aa52","2021","05","08","Extended Abstracts of the 2021 CHI Conference on Human Factors in Computing Systems, CHI EA 2021",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"conference-paper",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
92303902,"journal-article","public","/0000-0003-1655-2013/work/92303902","0",2021-04-16,1621786950086,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"unwillingness to engage in behaviors that protect against covid 19","https://research-information.bris.ac.uk/en/publications/2e4a9811-83b5-4fed-a68d-6f7ecc168fbf","2021","04","08","BMC Public Health",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
103336230,"journal-article","public","/0000-0003-1655-2013/work/103336230","0",2021-11-17,1637170041359,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"online social endorsement and covid 19 vaccine hesitancy in the united kingdom","https://research-information.bris.ac.uk/en/publications/2140d395-5fb7-4964-9e0d-025eccc0f2a2","2021","04","05","Social Media + Society",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
102791967,"journal-article","public","/0000-0003-1655-2013/work/102791967","0",2021-11-08,1636392469053,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"climate change  disinformation  and how to combat it","https://research-information.bris.ac.uk/en/publications/c6a6a1f8-6ba4-4a12-9829-67c14c8ae2e5","2021","04","01","Annual Review of Public Health",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
108769899,"journal-article","public","/0000-0003-1655-2013/work/108769899","0",2022-02-24,1646047763112,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"climate change disinformation and how to combat it","https://research-repository.uwa.edu.au/en/publications/2909dff5-3a49-4497-8b93-51cf405a4a56","2021",NA,NA,"Annual Review of Public Health",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
86211416,"journal-article","public","/0000-0003-1655-2013/work/86211416","0",2021-01-04,1624983984057,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"fearing the disease or the vaccine","https://research-information.bris.ac.uk/en/publications/61636e40-f917-4e74-b37b-6cede1cc65d0","2021","04","01","Personality and Individual Differences",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
102791965,"journal-article","public","/0000-0003-1655-2013/work/102791965","0",2021-11-08,1636392468832,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"information overload for  bounded  rational agents","https://research-information.bris.ac.uk/en/publications/c7e69efd-f766-41b4-8cbd-99d5c345022b","2021","02","10","Proceedings of the Royal Society B: Biological Sciences",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
87997778,"journal-article","public","/0000-0003-1655-2013/work/87997778","0",2021-02-02,1612293909458,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"young adults view smartphone tracking technologies for covid 19 as acceptable  the case of taiwan","https://doi.org/10.3390/ijerph18031332","2021","02","02","International Journal of Environmental Research and Public Health",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
91589770,"journal-article","public","/0000-0003-1655-2013/work/91589770","0",2021-04-01,1635353960425,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"young adults view smartphone tracking technologies for covid 19 as acceptable","https://research-information.bris.ac.uk/en/publications/c2c9c187-5ace-4161-8548-dd44576be5d9","2021","02","02","International Journal of Environmental Research and Public Health",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
87334719,"journal-article","public","/0000-0003-1655-2013/work/87334719","0",2021-01-22,1611345630059,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"public acceptance of privacy encroaching policies to address the covid 19 pandemic in the united kingdom","https://doi.org/10.1371/journal.pone.0245740","2021","01","22","PLOS ONE",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
87413200,"journal-article","public","/0000-0003-1655-2013/work/87413200","0",2021-01-24,1635353959818,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"the acceptability and uptake of smartphone tracking for covid 19 in australia","https://research-information.bris.ac.uk/en/publications/9a50b401-3f44-4422-b34b-043cd5b17e3e","2021","01","22","PLoS ONE",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
88745507,"journal-article","public","/0000-0003-1655-2013/work/88745507","0",2021-02-14,1616757665820,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"conspiracist cognition  chaos  convenience  and cause for concern","https://doi.org/10.1080/14797585.2021.1886423","2021","01","02","Journal for Cultural Research",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
89026484,"journal-article","public","/0000-0003-1655-2013/work/89026484","0",2021-02-18,1617131137010,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"conspiracist cognition","https://research-information.bris.ac.uk/en/publications/a36f91af-5c51-4ea1-87de-b15d01fb0942","2021","02","09","Journal for Cultural Research",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
86211415,"journal-article","public","/0000-0003-1655-2013/work/86211415","0",2021-01-04,1635353956657,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"citizens versus the internet","https://research-information.bris.ac.uk/en/publications/7c565d6d-ddc7-49a3-b20a-69662a9144f2","2020","12","16"," Psychological Science in the Public Interest",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
102791962,"journal-article","public","/0000-0003-1655-2013/work/102791962","0",2021-11-08,1636392468555,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"covid 19 vaccine hesitancy in the uk","https://research-information.bris.ac.uk/en/publications/4f64ff25-7009-41bb-800f-7f192b70c2a5","2020","12","11","Psychological Medicine",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
79922346,"journal-article","public","/0000-0003-1655-2013/work/79922346","0",2020-09-06,1627000175795,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"can corrections spread misinformation to new audiences  testing for the elusive familiarity backfire effect","https://research-repository.uwa.edu.au/en/publications/741e63a5-a20d-4460-9a54-ac3052cc38e9","2020","12",NA,"Cognitive Research: Principles and Implications",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
79970594,"journal-article","public","/0000-0003-1655-2013/work/79970594","0",2020-09-07,1635353959436,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"can corrections spread misinformation to new audiences ","https://research-information.bris.ac.uk/en/publications/0d5feec2-5878-4af6-b5c7-fbbd398dd4c4","2020","08","26","Cognitive Research: Principles and Implications",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
67462390,"journal-article","public","/0000-0003-1655-2013/work/67462390","0",2020-01-17,1597078564794,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"low replicability can support robust and efficient science","https://doi.org/10.1038/s41467-019-14203-0","2020","12",NA,"Nature Communications",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
78647135,"journal-article","public","/0000-0003-1655-2013/work/78647135","0",2020-08-11,1628641242011,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"publisher correction  low replicability can support robust and efficient science","https://doi.org/10.1038/s41467-020-17924-9","2020","12",NA,"Nature Communications",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
83547750,"other","public","/0000-0003-1655-2013/work/83547750","0",2020-11-16,1605547052491,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"publisher correction low replicability can support robust and efficient science  nature communications   2020   11  1   358   10 1038 s41467 019 14203 0 ","https://research-information.bris.ac.uk/en/publications/36d6892a-a265-467f-8d5c-b7c983ed7425","2020","12","01","Nature Communications",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"open_science_pubs",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
109808820,"other","public","/0000-0003-1655-2013/work/109808820","0",2022-03-14,1647257452218,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"low replicability can support robust and efficient science  vol 11  358  2020 ","https://research-repository.uwa.edu.au/en/publications/2ace685f-30dd-481c-a443-eab4913bb9c4","2020","08","11","Nature Communications",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"open_science_pubs",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
83198778,"journal-article","public","/0000-0003-1655-2013/work/83198778","0",2020-11-10,1605008359565,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"using the president s tweets to understand political diversion in the age of social media","https://doi.org/10.1038/s41467-020-19644-6","2020","12",NA,"Nature Communications",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
77055819,"journal-article","public","/0000-0003-1655-2013/work/77055819","0",2020-07-10,1613491157285,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"what science can do for democracy  a complexity science approach","https://doi.org/10.1057/s41599-020-0518-0","2020","12",NA,"Humanities and Social Sciences Communications",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
77406633,"journal-article","public","/0000-0003-1655-2013/work/77406633","0",2020-07-16,1635353957604,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"what science can do for democracy   a complexity science approach","https://research-information.bris.ac.uk/en/publications/bab6a399-0d5b-4c45-b02f-68f17a8d6389","2020","07","10","Humanities & Social Sciences Communications ",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
109808821,"other","public","/0000-0003-1655-2013/work/109808821","0",2022-03-14,1647603091295,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"what science can do for democracy","https://research-repository.uwa.edu.au/en/publications/0a37c973-194d-4c4b-a2c8-1b0be15437fb","2020","12","01","Humanities and Social Sciences Communications",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"open_science_pubs",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
75670034,"journal-article","public","/0000-0003-1655-2013/work/75670034","0",2020-06-15,1605056122875,NA,NA,NA,NA,NA,NA,NA,"Crossref",NA,NA,"how behavioural sciences can promote truth  autonomy and democratic discourse online","https://doi.org/10.1038/s41562-020-0889-7","2020","11","15","Nature Human Behaviour",NA,NA,"https://orcid.org/client/0000-0001-9884-1913","0000-0001-9884-1913","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
78875346,"journal-article","public","/0000-0003-1655-2013/work/78875346","0",2020-08-15,1628162915391,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"using the covid 19 economic crisis to frame climate change as a secondary issue reduces mitigation support","https://research-repository.uwa.edu.au/en/publications/3e09bf65-9498-45b8-a9b2-5e95d2fec138","2020","08",NA,"Journal of Environmental Psychology",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
77640926,"journal-article","public","/0000-0003-1655-2013/work/77640926","0",2020-07-21,1635353958677,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"research priorities for the covid 19 pandemic and beyond","https://research-information.bris.ac.uk/en/publications/47af2ac9-9d01-41ae-a362-e1b523cbee5f","2020","07","19","British Journal of Psychology",NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
78189910,"journal-article","public","/0000-0003-1655-2013/work/78189910","0",2020-08-01,1627000174838,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"ten considerations for effectively managing the covid 19 transition","https://research-repository.uwa.edu.au/en/publications/ad4d9fb6-0ec9-4cbf-9a92-41ffd44c73b1","2020","07","01","Nature human behaviour",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
79922345,"journal-article","public","/0000-0003-1655-2013/work/79922345","0",2020-09-06,1627000176177,NA,NA,NA,NA,NA,NA,NA,"University of Western Australia",NA,NA,"trait reactance and trust in doctors as predictors of vaccination behavior  vaccine attitudes  and use of complementary and alternative medicine in parents of young children","https://research-repository.uwa.edu.au/en/publications/359a61c5-23ac-40bf-ae6f-bbd5d9eeab92","2020","07",NA,"PLoS One",NA,NA,"https://orcid.org/client/APP-IW5Q469BTAGREJ7K","APP-IW5Q469BTAGREJ7K","orcid.org",NA,NA,NA,NA,NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
75668757,"website","public","/0000-0003-1655-2013/work/75668757","0",2020-06-15,1600895758964,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"coronavirus   plandemic  and the seven traits of conspiratorial thinking","https://research-information.bris.ac.uk/en/publications/8260d383-582c-47f4-9ddf-d8baa2dafb65","2020","05","15",NA,NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"website",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
75668759,"website","public","/0000-0003-1655-2013/work/75668759","0",2020-06-15,1600895759794,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"a tale of two island nations","https://research-information.bris.ac.uk/en/publications/745691ee-e166-4571-8688-bb21aef6529a","2020","05","01",NA,NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"website",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
75668758,"website","public","/0000-0003-1655-2013/work/75668758","0",2020-06-15,1600895759400,NA,NA,NA,NA,NA,NA,NA,"University of Bristol - PURE",NA,NA,"70  of people surveyed said they d download a coronavirus app ","https://research-information.bris.ac.uk/en/publications/e3e6fdd0-d9aa-44eb-817f-323584d6626f","2020","05",NA,NA,NA,NA,"https://orcid.org/client/APP-4HQZN5O76K3LZ0U4","APP-4HQZN5O76K3LZ0U4","orcid.org",NA,NA,NA,NA,NA,"website",NA,NA,NA,NA,NA,NA,"0000-0003-1655-2013"
