"CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","last","first","middle","BOOKTITLE","CHAPTER","CROSSREF","EDITION","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","ISSN","SHORTTITLE","URL","DOI","ABSTRACT","LANGUAGE","URLDATE","COPYRIGHT","KEYWORDS","X.","FILE","PMID"
"ARTICLE","pelikan_distance_2021",NA,NA,"Ieshima","Akihiko",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Toda","Yuichi",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Konjufca","Jon",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Llullaku","Njomza",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Gedutienė","Reda",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Borg Axisa","Glorianne",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Avirovic Bundalevska","Irena",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Keskinova","Angelka",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Radulovic","Makedonka",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Lewandowska-Walter","Aleksandra",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Michałek-Kwiecień","Justyna",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Plichta","Piotr",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Pyżalski","Jacek",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Walter","Natalia",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Cautisanu","Cristina",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
"ARTICLE","pelikan_distance_2021",NA,NA,"Voda","Ana","Iolanda",NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,"oct",NA,"10",NA,"e0257346",NA,NA,NA,"Distance learning in higher education during {COVID}-19: {The} role of basic psychological needs and intrinsic motivation for persistence and procrastination–a multi-country study",NA,"16",2021,"1932-6203","Distance learning in higher education during {COVID}-19","https://dx.plos.org/10.1371/journal.pone.0257346","10.1371/journal.pone.0257346","Due to the COVID-19 pandemic, higher educational institutions worldwide switched to emergency distance learning in early 2020. The less structured environment of distance learning forced students to regulate their learning and motivation more independently. According to self-determination theory (SDT), satisfaction of the three basic psychological needs for autonomy, competence and social relatedness affects intrinsic motivation, which in turn relates to more active or passive learning behavior. As the social context plays a major role for basic need satisfaction, distance learning may impair basic need satisfaction and thus intrinsic motivation and learning behavior. The aim of this study was to investigate the relationship between basic need satisfaction and procrastination and persistence in the context of emergency distance learning during the COVID-19 pandemic in a cross-sectional study. We also investigated the mediating role of intrinsic motivation in this relationship. Furthermore, to test the universal importance of SDT for intrinsic motivation and learning behavior under these circumstances in different countries, we collected data in Europe, Asia and North America. A total of","en","2022-01-04",NA,NA,"15,462 participants from Albania, Austria, China, Croatia, Estonia, Finland, Germany, Iceland, Japan, Kosovo, Lithuania, Poland, Malta, North Macedonia, Romania, Sweden, and the US answered questions regarding perceived competence, autonomy, social relatedness, intrinsic motivation, procrastination, persistence, and sociodemographic background. Our results support SDT’s claim of universality regarding the relation between basic psychological need fulfilment, intrinsic motivation, procrastination, and persistence. However, whereas perceived competence had the highest direct effect on procrastination and persistence, social relatedness was mainly influential via intrinsic motivation.",NA,NA
